ALMERIC (GB) (Rank: 17 | Flat Rating: 117 | Year: 2022 | Sex: COLT | Sire: STUDY OF MAN (IRE) | Dam: ALVARITA (GB) | Trainer: Andrew Balding)
BAY CITY ROLLER (IRE) (Rank: 18 | Flat Rating: 117 | Year: 2022 | Sex: COLT | Sire: NEW BAY (GB) | Dam: BLOOMFIELD (IRE) | Trainer: George Scott)
BIG MOJO (IRE) (Rank: 19 | Flat Rating: 117 | Year: 2022 | Sex: COLT | Sire: MOHAATHER (GB) | Dam: JM JACKSON (IRE) | Trainer: Michael Appleby)
CARL SPACKLER (IRE) (Rank: 20 | Flat Rating: 117 | Year: 2020 | Sex: COLT | Sire: LOPE DE VEGA (IRE) | Dam: ZINDAYA (USA) | Trainer: )
DESERT FLOWER (IRE) (Rank: 21 | Flat Rating: 117 | Year: 2022 | Sex: FILLY | Sire: NIGHT OF THUNDER (IRE) | Dam: PROMISING RUN (USA) | Trainer: )
DUBAI HONOUR (IRE) (Rank: 22 | Flat Rating: 117 | Year: 2018 | Sex: GELDING | Sire: PRIDE OF DUBAI (AUS) | Dam: MONDELICE (GB) | Trainer: William Haggas)
HAMISH (GB) (Rank: 23 | Flat Rating: 117 | Year: 2016 | Sex: GELDING | Sire: MOTIVATOR (GB) | Dam: TWEED (GB) | Trainer: William Haggas)
ISLE OF JURA (GB) (Rank: 24 | Flat Rating: 117 | Year: 2020 | Sex: GELDING | Sire: NEW APPROACH (IRE) | Dam: FALLS OF LORA (IRE) | Trainer: )
MORE THUNDER (IRE) (Rank: 25 | Flat Rating: 117 | Year: 2021 | Sex: COLT | Sire: NIGHT OF THUNDER (IRE) | Dam: BUYING TROUBLE (USA) | Trainer: William Haggas)
ROYAL RHYME (IRE) (Rank: 26 | Flat Rating: 117 | Year: 2020 | Sex: COLT | Sire: LOPE DE VEGA (IRE) | Dam: DUBAI QUEEN (USA) | Trainer: K. R. Burke)
SARDINIAN WARRIOR (IRE) (Rank: 27 | Flat Rating: 117 | Year: 2021 | Sex: COLT | Sire: SAXON WARRIOR (JPN) | Dam: LA COLLINA (IRE) | Trainer: John & Thady Gosden)
SHADOW OF LIGHT (GB) (Rank: 28 | Flat Rating: 117 | Year: 2022 | Sex: COLT | Sire: LOPE DE VEGA (IRE) | Dam: WINTERS MOON (IRE) | Trainer: )
SWEET WILLIAM (IRE) (Rank: 29 | Flat Rating: 117 | Year: 2019 | Sex: GELDING | Sire: SEA THE STARS (IRE) | Dam: GALE FORCE (GB) | Trainer: John & Thady Gosden)
TORNADO ALERT (IRE) (Rank: 30 | Flat Rating: 117 | Year: 2022 | Sex: COLT | Sire: TOO DARN HOT (GB) | Dam: BINT ALMATAR (USA) | Trainer: Saeed bin Suroor)
AMILOC (GB) (Rank: 31 | Flat Rating: 116 | Year: 2022 | Sex: GELDING | Sire: POSTPONED (IRE) | Dam: COLIMA (IRE) | Trainer: Ralph Beckett)
CONVERGENT (IRE) (Rank: 32 | Flat Rating: 116 | Year: 2022 | Sex: COLT | Sire: FASCINATING ROCK (IRE) | Dam: MONTY'S MIRACLE (IRE) | Trainer: K. R. Burke)
ESTRANGE (IRE) (Rank: 33 | Flat Rating: 116 | Year: 2021 | Sex: FILLY | Sire: NIGHT OF THUNDER (IRE) | Dam: ALIENATE (GB) | Trainer: David O'Meara)
FALLEN ANGEL (GB) (Rank: 34 | Flat Rating: 116 | Year: 2021 | Sex: FILLY | Sire: TOO DARN HOT (GB) | Dam: AGNES STEWART (IRE) | Trainer: K. R. Burke)
KINROSS (GB) (Rank: 35 | Flat Rating: 116 | Year: 2017 | Sex: GELDING | Sire: KINGMAN (GB) | Dam: CEILIDH HOUSE (GB) | Trainer: )
NEVER SO BRAVE (IRE) (Rank: 36 | Flat Rating: 116 | Year: 2021 | Sex: GELDING | Sire: NO NAY NEVER (USA) | Dam: CHICA WHOPA (IRE) | Trainer: Andrew Balding)
SEE THE FIRE (GB) (Rank: 37 | Flat Rating: 116 | Year: 2021 | Sex: FILLY | Sire: SEA THE STARS (IRE) | Dam: ARABIAN QUEEN (IRE) | Trainer: Andrew Balding)
AL AASY (IRE) (Rank: 38 | Flat Rating: 115 | Year: 2017 | Sex: GELDING | Sire: SEA THE STARS (IRE) | Dam: KITCARA (GB) | Trainer: William Haggas)
BOW ECHO (IRE) (Rank: 39 | Flat Rating: 115 | Year: 2023 | Sex: COLT | Sire: NIGHT OF THUNDER (IRE) | Dam: ARISTOCRATIC LADY (IRE) | Trainer: George Boughey)
CRIMSON ADVOCATE (USA) (Rank: 40 | Flat Rating: 115 | Year: 2021 | Sex: FILLY | Sire: NYQUIST (USA) | Dam: CITIZEN ADVOCATE (USA) | Trainer: )
DISTANT STORM (GB) (Rank: 41 | Flat Rating: 115 | Year: 2023 | Sex: COLT | Sire: NIGHT OF THUNDER (IRE) | Dam: DATE WITH DESTINY (IRE) | Trainer: Charlie Appleby)
FOX LEGACY (GB) (Rank: 42 | Flat Rating: 115 | Year: 2021 | Sex: GELDING | Sire: LOPE DE VEGA (IRE) | Dam: BALDOVINA (GB) | Trainer: Andrew Balding)
MERCHANT (IRE) (Rank: 43 | Flat Rating: 115 | Year: 2022 | Sex: COLT | Sire: TEOFILO (IRE) | Dam: CEISTIU (IRE) | Trainer: William Haggas)
NOBLE CHAMPION (IRE) (Rank: 44 | Flat Rating: 115 | Year: 2022 | Sex: COLT | Sire: LOPE DE VEGA (IRE) | Dam: CUTE (GB) | Trainer: Ed Walker)
POWERFUL GLORY (IRE) (Rank: 45 | Flat Rating: 115 | Year: 2022 | Sex: COLT | Sire: COTAI GLORY (GB) | Dam: WOULDNTITBELOVELY (IRE) | Trainer: Richard Fahey)
PRIDE OF ARRAS (IRE) (Rank: 46 | Flat Rating: 115 | Year: 2022 | Sex: GELDING | Sire: NEW BAY (GB) | Dam: PARNELL'S DREAM (GB) | Trainer: Ralph Beckett)
RAHIEBB (GB) (Rank: 47 | Flat Rating: 115 | Year: 2022 | Sex: COLT | Sire: FRANKEL (GB) | Dam: PLAYFUL SOUND (GB) | Trainer: Roger Varian)
THE FOXES (IRE) (Rank: 48 | Flat Rating: 115 | Year: 2020 | Sex: COLT | Sire: CHURCHILL (IRE) | Dam: TANAGHUM (GB) | Trainer: Andrew Balding)
WIMBLEDON HAWKEYE (GB) (Rank: 49 | Flat Rating: 115 | Year: 2022 | Sex: COLT | Sire: KAMEKO (USA) | Dam: EVA MARIA (GB) | Trainer: )
WISE APPROACH (IRE) (Rank: 50 | Flat Rating: 115 | Year: 2023 | Sex: COLT | Sire: MEHMAS (IRE) | Dam: SAGELY (IRE) | Trainer: )
AL QAREEM (IRE) (Rank: 51 | Flat Rating: 114 | Year: 2019 | Sex: GELDING | Sire: AWTAAD (IRE) | Dam: MOQLA (GB) | Trainer: K. R. Burke)
ANCIENT WISDOM (FR) (Rank: 52 | Flat Rating: 114 | Year: 2021 | Sex: GELDING | Sire: DUBAWI (IRE) | Dam: GOLDEN VALENTINE (FR) | Trainer: Charlie Appleby)
BOILING POINT (IRE) (Rank: 53 | Flat Rating: 114 | Year: 2021 | Sex: COLT | Sire: TOO DARN HOT (GB) | Dam: LADY MOMOKA (IRE) | Trainer: K. R. Burke)
CINDERELLA'S DREAM (GB) (Rank: 54 | Flat Rating: 114 | Year: 2021 | Sex: FILLY | Sire: SHAMARDAL (USA) | Dam: ESPADRILLE (GB) | Trainer: )
COSMIC YEAR (GB) (Rank: 55 | Flat Rating: 114 | Year: 2022 | Sex: COLT | Sire: KINGMAN (GB) | Dam: PASSAGE OF TIME (GB) | Trainer: )
DANIELLE (GB) (Rank: 56 | Flat Rating: 114 | Year: 2021 | Sex: FILLY | Sire: CRACKSMAN (GB) | Dam: CRIMSON RIBBON (USA) | Trainer: John & Thady Gosden)
